rgn_id,year,pressure_score
1804,2012,0.386384471483116
1804,2013,0.386599940631215
1804,2014,0.386557210551356
1804,2015,0.386646938197283
1804,2016,0.386744752627943
1805,2012,0.386384471483116
1805,2013,0.386599940631215
1805,2014,0.386557210551356
1805,2015,0.386646938197283
1805,2016,0.386744752627943
1811,2012,0.386384471483116
1811,2013,0.386599940631215
1811,2014,0.386557210551356
1811,2015,0.386646938197283
1811,2016,0.386744752627943
1812,2012,0.386384471483116
1812,2013,0.386599940631215
1812,2014,0.386557210551356
1812,2015,0.386646938197283
1812,2016,0.386744752627943
1813,2012,0.386384471483116
1813,2013,0.386599940631215
1813,2014,0.386557210551356
1813,2015,0.386646938197283
1813,2016,0.386744752627943
1815,2012,0.386384471483116
1815,2013,0.386599940631215
1815,2014,0.386557210551356
1815,2015,0.386646938197283
1815,2016,0.386744752627943
1816,2012,0.386384471483116
1816,2013,0.386599940631215
1816,2014,0.386557210551356
1816,2015,0.386646938197283
1816,2016,0.386744752627943
1818,2012,0.386384471483116
1818,2013,0.386599940631215
1818,2014,0.386557210551356
1818,2015,0.386646938197283
1818,2016,0.386744752627943
1820,2012,0.386384471483116
1820,2013,0.386599940631215
1820,2014,0.386557210551356
1820,2015,0.386646938197283
1820,2016,0.386744752627943
1822,2012,0.386384471483116
1822,2013,0.386599940631215
1822,2014,0.386557210551356
1822,2015,0.386646938197283
1822,2016,0.386744752627943
1824,2012,0.386384471483116
1824,2013,0.386599940631215
1824,2014,0.386557210551356
1824,2015,0.386646938197283
1824,2016,0.386744752627943
1827,2012,0.386384471483116
1827,2013,0.386599940631215
1827,2014,0.386557210551356
1827,2015,0.386646938197283
1827,2016,0.386744752627943
1828,2012,0.386384471483116
1828,2013,0.386599940631215
1828,2014,0.386557210551356
1828,2015,0.386646938197283
1828,2016,0.386744752627943
1832,2012,0.386384471483116
1832,2013,0.386599940631215
1832,2014,0.386557210551356
1832,2015,0.386646938197283
1832,2016,0.386744752627943
1833,2012,0.386384471483116
1833,2013,0.386599940631215
1833,2014,0.386557210551356
1833,2015,0.386646938197283
1833,2016,0.386744752627943
1834,2012,0.386384471483116
1834,2013,0.386599940631215
1834,2014,0.386557210551356
1834,2015,0.386646938197283
1834,2016,0.386744752627943
1835,2012,0.386384471483116
1835,2013,0.386599940631215
1835,2014,0.386557210551356
1835,2015,0.386646938197283
1835,2016,0.386744752627943
1836,2012,0.386384471483116
1836,2013,0.386599940631215
1836,2014,0.386557210551356
1836,2015,0.386646938197283
1836,2016,0.386744752627943
1837,2012,0.386384471483116
1837,2013,0.386599940631215
1837,2014,0.386557210551356
1837,2015,0.386646938197283
1837,2016,0.386744752627943
1838,2012,0.386384471483116
1838,2013,0.386599940631215
1838,2014,0.386557210551356
1838,2015,0.386646938197283
1838,2016,0.386744752627943
1840,2012,0.386384471483116
1840,2013,0.386599940631215
1840,2014,0.386557210551356
1840,2015,0.386646938197283
1840,2016,0.386744752627943
1841,2012,0.386384471483116
1841,2013,0.386599940631215
1841,2014,0.386557210551356
1841,2015,0.386646938197283
1841,2016,0.386744752627943
1845,2012,0.386384471483116
1845,2013,0.386599940631215
1845,2014,0.386557210551356
1845,2015,0.386646938197283
1845,2016,0.386744752627943
1848,2012,0.386384471483116
1848,2013,0.386599940631215
1848,2014,0.386557210551356
1848,2015,0.386646938197283
1848,2016,0.386744752627943
1849,2012,0.386384471483116
1849,2013,0.386599940631215
1849,2014,0.386557210551356
1849,2015,0.386646938197283
1849,2016,0.386744752627943
1850,2012,0.386384471483116
1850,2013,0.386599940631215
1850,2014,0.386557210551356
1850,2015,0.386646938197283
1850,2016,0.386744752627943
1851,2012,0.386384471483116
1851,2013,0.386599940631215
1851,2014,0.386557210551356
1851,2015,0.386646938197283
1851,2016,0.386744752627943
1852,2012,0.386384471483116
1852,2013,0.386599940631215
1852,2014,0.386557210551356
1852,2015,0.386646938197283
1852,2016,0.386744752627943
1853,2012,0.386384471483116
1853,2013,0.386599940631215
1853,2014,0.386557210551356
1853,2015,0.386646938197283
1853,2016,0.386744752627943
1854,2012,0.386384471483116
1854,2013,0.386599940631215
1854,2014,0.386557210551356
1854,2015,0.386646938197283
1854,2016,0.386744752627943
1856,2012,0.386384471483116
1856,2013,0.386599940631215
1856,2014,0.386557210551356
1856,2015,0.386646938197283
1856,2016,0.386744752627943
1857,2012,0.386384471483116
1857,2013,0.386599940631215
1857,2014,0.386557210551356
1857,2015,0.386646938197283
1857,2016,0.386744752627943
1859,2012,0.386384471483116
1859,2013,0.386599940631215
1859,2014,0.386557210551356
1859,2015,0.386646938197283
1859,2016,0.386744752627943
1860,2012,0.386384471483116
1860,2013,0.386599940631215
1860,2014,0.386557210551356
1860,2015,0.386646938197283
1860,2016,0.386744752627943
1865,2012,0.386384471483116
1865,2013,0.386599940631215
1865,2014,0.386557210551356
1865,2015,0.386646938197283
1865,2016,0.386744752627943
1866,2012,0.386384471483116
1866,2013,0.386599940631215
1866,2014,0.386557210551356
1866,2015,0.386646938197283
1866,2016,0.386744752627943
1867,2012,0.386384471483116
1867,2013,0.386599940631215
1867,2014,0.386557210551356
1867,2015,0.386646938197283
1867,2016,0.386744752627943
1868,2012,0.386384471483116
1868,2013,0.386599940631215
1868,2014,0.386557210551356
1868,2015,0.386646938197283
1868,2016,0.386744752627943
1870,2012,0.386384471483116
1870,2013,0.386599940631215
1870,2014,0.386557210551356
1870,2015,0.386646938197283
1870,2016,0.386744752627943
1871,2012,0.386384471483116
1871,2013,0.386599940631215
1871,2014,0.386557210551356
1871,2015,0.386646938197283
