rgn_id,year,resilience_score
1804,2014,0.887575
1804,2015,0.893741666666667
1804,2016,0.895466666666667
1804,2017,0.900958333333333
1804,2018,0.902583333333333
1805,2014,0.887575
1805,2015,0.893741666666667
1805,2016,0.895466666666667
1805,2017,0.900958333333333
1805,2018,0.902583333333333
1811,2014,0.887575
1811,2015,0.893741666666667
1811,2016,0.895466666666667
1811,2017,0.900958333333333
1811,2018,0.902583333333333
1812,2014,0.887575
1812,2015,0.893741666666667
1812,2016,0.895466666666667
1812,2017,0.900958333333333
1812,2018,0.902583333333333
1813,2014,0.887575
1813,2015,0.893741666666667
1813,2016,0.895466666666667
1813,2017,0.900958333333333
1813,2018,0.902583333333333
1815,2014,0.887575
1815,2015,0.893741666666667
1815,2016,0.895466666666667
1815,2017,0.900958333333333
1815,2018,0.902583333333333
1816,2014,0.887575
1816,2015,0.893741666666667
1816,2016,0.895466666666667
1816,2017,0.900958333333333
1816,2018,0.902583333333333
1818,2014,0.887575
1818,2015,0.893741666666667
1818,2016,0.895466666666667
1818,2017,0.900958333333333
1818,2018,0.902583333333333
1820,2014,0.887575
1820,2015,0.893741666666667
1820,2016,0.895466666666667
1820,2017,0.900958333333333
1820,2018,0.902583333333333
1822,2014,0.887575
1822,2015,0.893741666666667
1822,2016,0.895466666666667
1822,2017,0.900958333333333
1822,2018,0.902583333333333
1824,2014,0.887575
1824,2015,0.893741666666667
1824,2016,0.895466666666667
1824,2017,0.900958333333333
1824,2018,0.902583333333333
1827,2014,0.887575
1827,2015,0.893741666666667
1827,2016,0.895466666666667
1827,2017,0.900958333333333
1827,2018,0.902583333333333
1828,2014,0.887575
1828,2015,0.893741666666667
1828,2016,0.895466666666667
1828,2017,0.900958333333333
1828,2018,0.902583333333333
1832,2014,0.887575
1832,2015,0.893741666666667
1832,2016,0.895466666666667
1832,2017,0.900958333333333
1832,2018,0.902583333333333
1833,2014,0.887575
1833,2015,0.893741666666667
1833,2016,0.895466666666667
1833,2017,0.900958333333333
1833,2018,0.902583333333333
1834,2014,0.887575
1834,2015,0.893741666666667
1834,2016,0.895466666666667
1834,2017,0.900958333333333
1834,2018,0.902583333333333
1835,2014,0.887575
1835,2015,0.893741666666667
1835,2016,0.895466666666667
1835,2017,0.900958333333333
1835,2018,0.902583333333333
1836,2014,0.887575
1836,2015,0.893741666666667
1836,2016,0.895466666666667
1836,2017,0.900958333333333
1836,2018,0.902583333333333
1837,2014,0.887575
1837,2015,0.893741666666667
1837,2016,0.895466666666667
1837,2017,0.900958333333333
1837,2018,0.902583333333333
1838,2014,0.887575
1838,2015,0.893741666666667
1838,2016,0.895466666666667
1838,2017,0.900958333333333
1838,2018,0.902583333333333
1840,2014,0.887575
1840,2015,0.893741666666667
1840,2016,0.895466666666667
1840,2017,0.900958333333333
1840,2018,0.902583333333333
1841,2014,0.887575
1841,2015,0.893741666666667
1841,2016,0.895466666666667
1841,2017,0.900958333333333
1841,2018,0.902583333333333
1845,2014,0.887575
1845,2015,0.893741666666667
1845,2016,0.895466666666667
1845,2017,0.900958333333333
1845,2018,0.902583333333333
1848,2014,0.887575
1848,2015,0.893741666666667
1848,2016,0.895466666666667
