rgn_id,year,popsum
1903,2009,5082702.88282596
1903,2010,5142907.67176284
1903,2011,5214612.89719068
1903,2012,5286318.12261851
1903,2013,5358023.34804634
1903,2014,5429728.57347418
1903,2015,5501433.79890201
1903,2016,5565675.57572275
1903,2017,5629917.35254349
1903,2018,5694159.12936424
1903,2019,5758400.90618498
1903,2020,5822642.68300572
1911,2000,4682473.5023719
1911,2001,4714355.54731321
1911,2002,4746237.59225451
1911,2003,4778119.63719582
1911,2004,4810001.68213713
1911,2005,4841883.72707843
1911,2006,4902088.51601531
1911,2007,4962293.3049522
1911,2008,5022498.09388908
1911,2009,5082702.88282596
1911,2010,5142907.67176284
1911,2011,5214612.89719068
1911,2012,5286318.12261851
1911,2013,5358023.34804634
1911,2014,5429728.57347418
1911,2015,5501433.79890201
1911,2016,5565675.57572275
1911,2017,5629917.35254349
1911,2018,5694159.12936424
1911,2019,5758400.90618498
1911,2020,5822642.68300572
1913,2000,4682473.5023719
1913,2001,4714355.54731321
1913,2002,4746237.59225451
1913,2003,4778119.63719582
1913,2004,4810001.68213713
1913,2005,4841883.72707843
1913,2006,4902088.51601531
1913,2007,4962293.3049522
1913,2008,5022498.09388908
1913,2009,5082702.88282596
1913,2010,5142907.67176284
1913,2011,5214612.89719068
1913,2012,5286318.12261851
1913,2013,5358023.34804634
1913,2014,5429728.57347418
1913,2015,5501433.79890201
1913,2016,5565675.57572275
1913,2017,5629917.35254349
1913,2018,5694159.12936424
1913,2019,5758400.90618498
1913,2020,5822642.68300572
1917,2000,4682473.5023719
1917,2001,4714355.54731321
1917,2002,4746237.59225451
1917,2003,4778119.63719582
1917,2004,4810001.68213713
1917,2005,4841883.72707843
1917,2006,4902088.51601531
1917,2007,4962293.3049522
1917,2008,5022498.09388908
1917,2009,5082702.88282596
1917,2010,5142907.67176284
1917,2011,5214612.89719068
1917,2012,5286318.12261851
1917,2013,5358023.34804634
1917,2014,5429728.57347418
1917,2015,5501433.79890201
1917,2016,5565675.57572275
1917,2017,5629917.35254349
