rgn_id,year,a_prot_1km
2015,2003,5860.5
2015,2004,6165
2015,2005,6386
2015,2006,6489.5
2015,2007,6491.5
2015,2008,6495.5
2015,2009,6630.75
2015,2010,6731
2015,2011,6736.25
2015,2012,6736.5
2015,2013,6765.25
2015,2014,6769.75
2015,2015,6778.5
2015,2016,6819.75
2015,2017,6819.75
2015,2018,6819.75
2017,2000,4988
2017,2001,5001.75
2017,2002,5231.25
2017,2003,5860.5
2017,2004,6165
2017,2005,6386
2017,2006,6489.5
2017,2007,6491.5
2017,2008,6495.5
2017,2009,6630.75
2017,2010,6731
2017,2011,6736.25
2017,2012,6736.5
2017,2013,6765.25
2017,2014,6769.75
2017,2015,6778.5
2017,2016,6819.75
2017,2017,6819.75
2017,2018,6819.75
2018,2000,4988
2018,2001,5001.75
2018,2002,5231.25
2018,2003,5860.5
2018,2004,6165
2018,2005,6386
2018,2006,6489.5
2018,2007,6491.5
2018,2008,6495.5
2018,2009,6630.75
2018,2010,6731
2018,2011,6736.25
2018,2012,6736.5
2018,2013,6765.25
2018,2014,6769.75
2018,2015,6778.5
2018,2016,6819.75
2018,2017,6819.75
2018,2018,6819.75
2019,2000,4988
2019,2001,5001.75
2019,2002,5231.25
2019,2003,5860.5
2019,2004,6165
2019,2005,6386
2019,2006,6489.5
2019,2007,6491.5
2019,2008,6495.5
2019,2009,6630.75
2019,2010,6731
2019,2011,6736.25
2019,2012,6736.5
2019,2013,6765.25
2019,2014,6769.75
2019,2015,6778.5
2019,2016,6819.75
2019,2017,6819.75
2019,2018,6819.75
2020,2000,4988
2020,2001,5001.75
2020,2002,5231.25
2020,2003,5860.5
2020,2004,6165
2020,2005,6386
2020,2006,6489.5
2020,2007,6491.5
2020,2008,6495.5
2020,2009,6630.75
2020,2010,6731
2020,2011,6736.25
2020,2012,6736.5
2020,2013,6765.25
2020,2014,6769.75
2020,2015,6778.5
2020,2016,6819.75
2020,2017,6819.75
2020,2018,6819.75
2022,2000,4988
2022,2001,5001.75
2022,2002,5231.25
2022,2003,5860.5
2022,2004,6165
2022,2005,6386
2022,2006,6489.5
2022,2007,6491.5
2022,2008,6495.5
2022,2009,6630.75
2022,2010,6731
2022,2011,6736.25
2022,2012,6736.5
2022,2013,6765.25
2022,2014,6769.75
2022,2015,6778.5
2022,2016,6819.75
2022,2017,6819.75
2022,2018,6819.75
2023,2000,4988
2023,2001,5001.75
2023,2002,5231.25
2023,2003,5860.5
2023,2004,6165
2023,2005,6386
2023,2006,6489.5
2023,2007,6491.5
2023,2008,6495.5
2023,2009,6630.75
2023,2010,6731
2023,2011,6736.25
2023,2012,6736.5
2023,2013,6765.25
2023,2014,6769.75
2023,2015,6778.5
2023,2016,6819.75
2023,2017,6819.75
2023,2018,6819.75
2024,2000,4988
2024,2001,5001.75
2024,2002,5231.25
2024,2003,5860.5
2024,2004,6165
2024,2005,6386
2024,2006,6489.5
2024,2007,6491.5
2024,2008,6495.5
2024,2009,6630.75
2024,2010,6731
2024,2011,6736.25
2024,2012,6736.5
2024,2013,6765.25
2024,2014,6769.75
2024,2015,6778.5
2024,2016,6819.75
2024,2017,6819.75
2024,2018,6819.75
2025,2000,4988
2025,2001,5001.75
2025,2002,5231.25
2025,2003,5860.5
2025,2004,6165
2025,2005,6386
2025,2006,6489.5
2025,2007,6491.5
2025,2008,6495.5
2025,2009,6630.75
2025,2010,6731
2025,2011,6736.25
2025,2012,6736.5
2025,2013,6765.25
2025,2014,6769.75
2025,2015,6778.5
2025,2016,6819.75
2025,2017,6819.75
2025,2018,6819.75
2027,2000,4988
2027,2001,5001.75
2027,2002,5231.25
2027,2003,5860.5
2027,2004,6165
2027,2005,6386
2027,2006,6489.5
2027,2007,6491.5
2027,2008,6495.5
2027,2009,6630.75
2027,2010,6731
2027,2011,6736.25
2027,2012,6736.5
2027,2013,6765.25
2027,2014,6769.75
2027,2015,6778.5
2027,2016,6819.75
2027,2017,6819.75
2027,2018,6819.75
2028,2000,4988
2028,2001,5001.75
2028,2002,5231.25
2028,2003,5860.5
2028,2004,6165
2028,2005,6386
2028,2006,6489.5
2028,2007,6491.5
2028,2008,6495.5
2028,2009,6630.75
2028,2010,6731
2028,2011,6736.25
2028,2012,6736.5
2028,2013,6765.25
2028,2014,6769.75
2028,2015,6778.5
2028,2016,6819.75
2028,2017,6819.75
2028,2018,6819.75
2030,2000,4988
2030,2001,5001.75
2030,2002,5231.25
2030,2003,5860.5
2030,2004,6165
2030,2005,6386
2030,2006,6489.5
2030,2007,6491.5
2030,2008,6495.5
2030,2009,6630.75
2030,2010,6731
2030,2011,6736.25
2030,2012,6736.5
2030,2013,6765.25
2030,2014,6769.75
2030,2015,6778.5
2030,2016,6819.75
2030,2017,6819.75
2030,2018,6819.75
