rgn_id,year,pressure_score
1804,1950,0.766366899
1804,1951,0.766366899
1804,1952,0.766366899
1804,1953,
1804,1954,
1804,1955,
1804,1956,
1804,1957,0.766366899
1804,1958,
1804,1959,0.766366899
1804,1960,0.766366899
1804,1961,0.766366899
1804,1962,0.766366899
1804,1963,0.766366899
1804,1964,0.766755639600666
1804,1965,0.768680098019802
1804,1966,0.770947940196078
1804,1967,0.772244461289308
1804,1968,0.775968259315069
1804,1969,0.781139952224824
1804,1970,0.790703680354167
1804,1971,0.80948562573823
1804,1972,0.803282951755411
1804,1973,0.800455005033276
1804,1974,0.826707893284916
1804,1975,0.846379506493842
1804,1976,0.862548995527906
1804,1977,0.893343993821211
1804,1978,0.91287906508326
1804,1979,0.905368617895079
1804,1980,0.892610750066667
1804,1981,0.917166120301794
1804,1982,0.929372053621632
1804,1983,0.944307431806358
1804,1984,0.967212610035281
1804,1985,0.965282702962591
1804,1986,0.979235204466594
1804,1987,0.962908906054858
1804,1988,0.975229685932313
1804,1989,0.992535362439633
1804,1990,0.993860026917649
1804,1991,0.991560130006422
1804,1992,0.988002419214246
1804,1993,0.987854725973267
1804,1994,0.984049505508515
1804,1995,0.987021793661364
1804,1996,0.98286215510208
1804,1997,0.978245432415331
1804,1998,0.971877269041136
1804,1999,0.975464811644453
1804,2000,0.976093813081088
1804,2001,0.9666628411453
1804,2002,0.963970845594867
1804,2003,0.97167005165657
1804,2004,0.975732974449197
1804,2005,0.97775081968316
1804,2006,0.977812349066531
1804,2007,0.976807982776617
1804,2008,0.975073077902681
1804,2009,0.98144911688016
1804,2010,0.98692045467691
1804,2011,0.987302245675353
1804,2012,0.986390137947564
1804,2013,0.986266445660159
1804,2014,0.98760068409785
1804,2015,0.987363697578285
1804,2016,0.984171377666311
1805,1950,0.766366899
1805,1951,0.766366899
1805,1952,0.766366899
1805,1953,
1805,1954,
1805,1955,
1805,1956,
1805,1957,0.766366899
1805,1958,
1805,1959,0.766366899
1805,1960,0.766366899
1805,1961,0.766366899
1805,1962,0.766366899
1805,1963,0.766366899
1805,1964,0.766755639600666
1805,1965,0.768680098019802
1805,1966,0.770947940196078
1805,1967,0.772244461289308
1805,1968,0.775968259315069
1805,1969,0.781139952224824
1805,1970,0.790703680354167
1805,1971,0.80948562573823
1805,1972,0.803282951755411
1805,1973,0.800455005033276
1805,1974,0.826707893284916
1805,1975,0.846379506493842
1805,1976,0.862548995527906
1805,1977,0.893343993821211
1805,1978,0.91287906508326
1805,1979,0.905368617895079
1805,1980,0.892610750066667
1805,1981,0.917166120301794
1805,1982,0.929372053621632
1805,1983,0.944307431806358
1805,1984,0.967212610035281
1805,1985,0.965282702962591
1805,1986,0.979235204466594
1805,1987,0.962908906054858
1805,1988,0.975229685932313
1805,1989,0.992535362439633
1805,1990,0.993860026917649
1805,1991,0.991560130006422
1805,1992,0.988002419214246
1805,1993,0.987854725973267
1805,1994,0.984049505508515
1805,1995,0.987021793661364
1805,1996,0.98286215510208
1805,1997,0.978245432415331
1805,1998,0.971877269041136
1805,1999,0.975464811644453
1805,2000,0.976093813081088
1805,2001,0.9666628411453
1805,2002,0.963970845594867
1805,2003,0.97167005165657
1805,2004,0.975732974449197
1805,2005,0.97775081968316
1805,2006,0.977812349066531
1805,2007,0.976807982776617
1805,2008,0.975073077902681
1805,2009,0.98144911688016
1805,2010,0.98692045467691
1805,2011,0.987302245675353
1805,2012,0.986390137947564
1805,2013,0.986266445660159
1805,2014,0.98760068409785
1805,2015,0.987363697578285
1805,2016,0.984171377666311
1811,1950,0.766366899
1811,1951,0.766366899
1811,1952,0.766366899
1811,1953,
1811,1954,
1811,1955,
1811,1956,
1811,1957,0.766366899
1811,1958,
1811,1959,0.766366899
1811,1960,0.766366899
1811,1961,0.766366899
1811,1962,0.766366899
1811,1963,0.766366899
1811,1964,0.766755639600666
1811,1965,0.768680098019802
1811,1966,0.770947940196078
1811,1967,0.772244461289308
1811,1968,0.775968259315069
1811,1969,0.781139952224824
1811,1970,0.790703680354167
1811,1971,0.80948562573823
1811,1972,0.803282951755411
1811,1973,0.800455005033276
1811,1974,0.826707893284916
1811,1975,0.846379506493842
1811,1976,0.862548995527906
1811,1977,0.893343993821211
1811,1978,0.91287906508326
1811,1979,0.905368617895079
1811,1980,0.892610750066667
1811,1981,0.917166120301794
1811,1982,0.929372053621632
1811,1983,0.944307431806358
1811,1984,0.967212610035281
1811,1985,0.965282702962591
1811,1986,0.979235204466594
1811,1987,0.962908906054858
1811,1988,0.975229685932313
1811,1989,0.992535362439633
1811,1990,0.993860026917649
1811,1991,0.991560130006422
1811,1992,0.988002419214246
1811,1993,0.987854725973267
1811,1994,0.984049505508515
1811,1995,0.987021793661364
1811,1996,0.98286215510208
1811,1997,0.978245432415331
1811,1998,0.971877269041136
1811,1999,0.975464811644453
1811,2000,0.976093813081088
1811,2001,0.9666628411453
1811,2002,0.963970845594867
1811,2003,0.97167005165657
1811,2004,0.975732974449197
1811,2005,0.97775081968316
1811,2006,0.977812349066531
1811,2007,0.976807982776617
1811,2008,0.975073077902681
1811,2009,0.98144911688016
1811,2010,0.98692045467691
1811,2011,0.987302245675353
1811,2012,0.986390137947564
1811,2013,0.986266445660159
1811,2014,0.98760068409785
1811,2015,0.987363697578285
1811,2016,0.984171377666311
1812,1950,0.766366899
1812,1951,0.766366899
1812,1952,0.766366899
1812,1953,
1812,1954,
1812,1955,
1812,1956,
1812,1957,0.766366899
1812,1958,
1812,1959,0.766366899
1812,1960,0.766366899
1812,1961,0.766366899
1812,1962,0.766366899
