rgn_id,year,resilience_score
1804,2010,0.734683170428571
1804,2011,0.740311653857143
1804,2012,0.752216964428571
1804,2013,0.760776046857143
1804,2014,0.764925670428571
1804,2015,0.772265771571429
1804,2016,0.777623663857143
1804,2017,0.771970450714286
1805,2010,0.734683170428571
1805,2011,0.740311653857143
1805,2012,0.752216964428571
1805,2013,0.760776046857143
1805,2014,0.764925670428571
1805,2015,0.772265771571429
1805,2016,0.777623663857143
1805,2017,0.771970450714286
1811,2010,0.734683170428571
1811,2011,0.740311653857143
1811,2012,0.752216964428571
1811,2013,0.760776046857143
1811,2014,0.764925670428571
1811,2015,0.772265771571429
1811,2016,0.777623663857143
1811,2017,0.771970450714286
1812,2010,0.734683170428571
1812,2011,0.740311653857143
1812,2012,0.752216964428571
1812,2013,0.760776046857143
1812,2014,0.764925670428571
1812,2015,0.772265771571429
1812,2016,0.777623663857143
1812,2017,0.771970450714286
1813,2010,0.734683170428571
1813,2011,0.740311653857143
1813,2012,0.752216964428571
1813,2013,0.760776046857143
1813,2014,0.764925670428571
1813,2015,0.772265771571429
1813,2016,0.777623663857143
1813,2017,0.771970450714286
1815,2010,0.734683170428571
1815,2011,0.740311653857143
1815,2012,0.752216964428571
1815,2013,0.760776046857143
1815,2014,0.764925670428571
1815,2015,0.772265771571429
1815,2016,0.777623663857143
1815,2017,0.771970450714286
1816,2010,0.734683170428571
1816,2011,0.740311653857143
1816,2012,0.752216964428571
1816,2013,0.760776046857143
1816,2014,0.764925670428571
1816,2015,0.772265771571429
1816,2016,0.777623663857143
1816,2017,0.771970450714286
1818,2010,0.734683170428571
1818,2011,0.740311653857143
1818,2012,0.752216964428571
1818,2013,0.760776046857143
1818,2014,0.764925670428571
1818,2015,0.772265771571429
1818,2016,0.777623663857143
1818,2017,0.771970450714286
1820,2010,0.734683170428571
1820,2011,0.740311653857143
1820,2012,0.752216964428571
1820,2013,0.760776046857143
1820,2014,0.764925670428571
1820,2015,0.772265771571429
1820,2016,0.777623663857143
1820,2017,0.771970450714286
1822,2010,0.734683170428571
1822,2011,0.740311653857143
1822,2012,0.752216964428571
1822,2013,0.760776046857143
1822,2014,0.764925670428571
1822,2015,0.772265771571429
1822,2016,0.777623663857143
1822,2017,0.771970450714286
1824,2010,0.734683170428571
1824,2011,0.740311653857143
1824,2012,0.752216964428571
1824,2013,0.760776046857143
1824,2014,0.764925670428571
1824,2015,0.772265771571429
1824,2016,0.777623663857143
1824,2017,0.771970450714286
1827,2010,0.734683170428571
1827,2011,0.740311653857143
1827,2012,0.752216964428571
1827,2013,0.760776046857143
1827,2014,0.764925670428571
1827,2015,0.772265771571429
1827,2016,0.777623663857143
1827,2017,0.771970450714286
1828,2010,0.734683170428571
1828,2011,0.740311653857143
1828,2012,0.752216964428571
1828,2013,0.760776046857143
1828,2014,0.764925670428571
1828,2015,0.772265771571429
1828,2016,0.777623663857143
1828,2017,0.771970450714286
1832,2010,0.734683170428571
1832,2011,0.740311653857143
1832,2012,0.752216964428571
1832,2013,0.760776046857143
1832,2014,0.764925670428571
1832,2015,0.772265771571429
1832,2016,0.777623663857143
1832,2017,0.771970450714286
1833,2010,0.734683170428571
1833,2011,0.740311653857143
1833,2012,0.752216964428571
1833,2013,0.760776046857143
1833,2014,0.764925670428571
1833,2015,0.772265771571429
1833,2016,0.777623663857143
1833,2017,0.771970450714286
1834,2010,0.734683170428571
1834,2011,0.740311653857143
1834,2012,0.752216964428571
1834,2013,0.760776046857143
1834,2014,0.764925670428571
1834,2015,0.772265771571429
1834,2016,0.777623663857143
1834,2017,0.771970450714286
1835,2010,0.734683170428571
1835,2011,0.740311653857143
1835,2012,0.752216964428571
1835,2013,0.760776046857143
1835,2014,0.764925670428571
1835,2015,0.772265771571429
1835,2016,0.777623663857143
1835,2017,0.771970450714286
1836,2010,0.734683170428571
1836,2011,0.740311653857143
1836,2012,0.752216964428571
1836,2013,0.760776046857143
1836,2014,0.764925670428571
1836,2015,0.772265771571429
1836,2016,0.777623663857143
1836,2017,0.771970450714286
1837,2010,0.734683170428571
1837,2011,0.740311653857143
1837,2012,0.752216964428571
1837,2013,0.760776046857143
1837,2014,0.764925670428571
1837,2015,0.772265771571429
1837,2016,0.777623663857143
1837,2017,0.771970450714286
1838,2010,0.734683170428571
1838,2011,0.740311653857143
1838,2012,0.752216964428571
1838,2013,0.760776046857143
1838,2014,0.764925670428571
1838,2015,0.772265771571429
1838,2016,0.777623663857143
1838,2017,0.771970450714286
1840,2010,0.734683170428571
1840,2011,0.740311653857143
1840,2012,0.752216964428571
1840,2013,0.760776046857143
1840,2014,0.764925670428571
1840,2015,0.772265771571429
1840,2016,0.777623663857143
1840,2017,0.771970450714286
1841,2010,0.734683170428571
1841,2011,0.740311653857143
1841,2012,0.752216964428571
1841,2013,0.760776046857143
1841,2014,0.764925670428571
1841,2015,0.772265771571429
1841,2016,0.777623663857143
1841,2017,0.771970450714286
1845,2010,0.734683170428571
1845,2011,0.740311653857143
1845,2012,0.752216964428571
1845,2013,0.760776046857143
1845,2014,0.764925670428571
1845,2015,0.772265771571429
1845,2016,0.777623663857143
1845,2017,0.771970450714286
1848,2010,0.734683170428571
1848,2011,0.740311653857143
1848,2012,0.752216964428571
1848,2013,0.760776046857143
1848,2014,0.764925670428571
1848,2015,0.772265771571429
1848,2016,0.777623663857143
1848,2017,0.771970450714286
1849,2010,0.734683170428571
1849,2011,0.740311653857143
1849,2012,0.752216964428571
1849,2013,0.760776046857143
1849,2014,0.764925670428571
1849,2015,0.772265771571429
1849,2016,0.777623663857143
1849,2017,0.771970450714286
1850,2010,0.734683170428571
1850,2011,0.740311653857143
1850,2012,0.752216964428571
1850,2013,0.760776046857143
1850,2014,0.764925670428571
1850,2015,0.772265771571429
1850,2016,0.777623663857143
1850,2017,0.771970450714286
1851,2010,0.734683170428571
1851,2011,0.740311653857143
1851,2012,0.752216964428571
1851,2013,0.760776046857143
1851,2014,0.764925670428571
1851,2015,0.772265771571429
1851,2016,0.777623663857143
1851,2017,0.771970450714286
1852,2010,0.734683170428571
1852,2011,0.740311653857143
1852,2012,0.752216964428571
1852,2013,0.760776046857143
1852,2014,0.764925670428571
1852,2015,0.772265771571429
1852,2016,0.777623663857143
1852,2017,0.771970450714286
1853,2010,0.734683170428571
1853,2011,0.740311653857143
1853,2012,0.752216964428571
1853,2013,0.760776046857143
1853,2014,0.764925670428571
1853,2015,0.772265771571429
1853,2016,0.777623663857143
1853,2017,0.771970450714286
1854,2010,0.734683170428571
1854,2011,0.740311653857143
1854,2012,0.752216964428571
1854,2013,0.760776046857143
1854,2014,0.764925670428571
1854,2015,0.772265771571429
1854,2016,0.777623663857143
1854,2017,0.771970450714286
1856,2010,0.734683170428571
1856,2011,0.740311653857143
1856,2012,0.752216964428571
1856,2013,0.760776046857143
1856,2014,0.764925670428571
1856,2015,0.772265771571429
1856,2016,0.777623663857143
1856,2017,0.771970450714286
1857,2010,0.734683170428571
1857,2011,0.740311653857143
1857,2012,0.752216964428571
1857,2013,0.760776046857143
1857,2014,0.764925670428571
1857,2015,0.772265771571429
1857,2016,0.777623663857143
1857,2017,0.771970450714286
1859,2010,0.734683170428571
1859,2011,0.740311653857143
1859,2012,0.752216964428571
1859,2013,0.760776046857143
1859,2014,0.764925670428571
1859,2015,0.772265771571429
1859,2016,0.777623663857143
1859,2017,0.771970450714286
1860,2010,0.734683170428571
1860,2011,0.740311653857143
1860,2012,0.752216964428571
1860,2013,0.760776046857143
1860,2014,0.764925670428571
1860,2015,0.772265771571429
1860,2016,0.777623663857143
1860,2017,0.771970450714286
1865,2010,0.734683170428571
1865,2011,0.740311653857143
1865,2012,0.752216964428571
1865,2013,0.760776046857143
1865,2014,0.764925670428571
1865,2015,0.772265771571429
1865,2016,0.777623663857143
1865,2017,0.771970450714286
