rgn_id,year,resilience.score
1804,2000,0.808008694825828
1804,2001,0.808024666217871
1804,2002,0.846891048753473
1804,2003,0.897512375832409
1804,2004,0.907358739026655
1804,2005,0.922675303995483
1804,2006,0.923290202589122
1804,2007,0.923290202589122
1804,2008,0.923362073853314
1804,2009,0.937297113410459
1804,2010,0.939421308552121
1804,2011,0.939421308552121
1804,2012,0.939421308552121
1804,2013,0.950745025510306
1804,2014,0.950753011206327
1804,2015,0.950760996902349
1804,2016,0.965430720493452
1804,2017,0.965430720493452
1804,2018,0.965430720493452
1805,2000,0.808008694825828
1805,2001,0.808024666217871
1805,2002,0.846891048753473
1805,2003,0.897512375832409
1805,2004,0.907358739026655
1805,2005,0.922675303995483
1805,2006,0.923290202589122
1805,2007,0.923290202589122
1805,2008,0.923362073853314
1805,2009,0.937297113410459
1805,2010,0.939421308552121
1805,2011,0.939421308552121
1805,2012,0.939421308552121
1805,2013,0.950745025510306
1805,2014,0.950753011206327
1805,2015,0.950760996902349
1805,2016,0.965430720493452
1805,2017,0.965430720493452
1805,2018,0.965430720493452
1811,2000,0.808008694825828
1811,2001,0.808024666217871
1811,2002,0.846891048753473
1811,2003,0.897512375832409
1811,2004,0.907358739026655
1811,2005,0.922675303995483
1811,2006,0.923290202589122
1811,2007,0.923290202589122
1811,2008,0.923362073853314
1811,2009,0.937297113410459
1811,2010,0.939421308552121
1811,2011,0.939421308552121
1811,2012,0.939421308552121
1811,2013,0.950745025510306
1811,2014,0.950753011206327
1811,2015,0.950760996902349
1811,2016,0.965430720493452
1811,2017,0.965430720493452
1811,2018,0.965430720493452
1812,2000,0.808008694825828
1812,2001,0.808024666217871
1812,2002,0.846891048753473
1812,2003,0.897512375832409
1812,2004,0.907358739026655
1812,2005,0.922675303995483
1812,2006,0.923290202589122
1812,2007,0.923290202589122
1812,2008,0.923362073853314
1812,2009,0.937297113410459
1812,2010,0.939421308552121
1812,2011,0.939421308552121
1812,2012,0.939421308552121
1812,2013,0.950745025510306
1812,2014,0.950753011206327
1812,2015,0.950760996902349
1812,2016,0.965430720493452
1812,2017,0.965430720493452
1812,2018,0.965430720493452
1813,2000,0.808008694825828
1813,2001,0.808024666217871
1813,2002,0.846891048753473
1813,2003,0.897512375832409
1813,2004,0.907358739026655
1813,2005,0.922675303995483
1813,2006,0.923290202589122
1813,2007,0.923290202589122
1813,2008,0.923362073853314
1813,2009,0.937297113410459
1813,2010,0.939421308552121
1813,2011,0.939421308552121
1813,2012,0.939421308552121
1813,2013,0.950745025510306
1813,2014,0.950753011206327
1813,2015,0.950760996902349
1813,2016,0.965430720493452
1813,2017,0.965430720493452
1813,2018,0.965430720493452
1815,2000,0.808008694825828
1815,2001,0.808024666217871
1815,2002,0.846891048753473
1815,2003,0.897512375832409
1815,2004,0.907358739026655
1815,2005,0.922675303995483
1815,2006,0.923290202589122
1815,2007,0.923290202589122
1815,2008,0.923362073853314
1815,2009,0.937297113410459
1815,2010,0.939421308552121
1815,2011,0.939421308552121
1815,2012,0.939421308552121
1815,2013,0.950745025510306
1815,2014,0.950753011206327
1815,2015,0.950760996902349
1815,2016,0.965430720493452
1815,2017,0.965430720493452
1815,2018,0.965430720493452
1816,2000,0.808008694825828
1816,2001,0.808024666217871
1816,2002,0.846891048753473
1816,2003,0.897512375832409
1816,2004,0.907358739026655
1816,2005,0.922675303995483
1816,2006,0.923290202589122
1816,2007,0.923290202589122
1816,2008,0.923362073853314
1816,2009,0.937297113410459
1816,2010,0.939421308552121
1816,2011,0.939421308552121
1816,2012,0.939421308552121
1816,2013,0.950745025510306
1816,2014,0.950753011206327
1816,2015,0.950760996902349
1816,2016,0.965430720493452
1816,2017,0.965430720493452
1816,2018,0.965430720493452
1818,2000,0.808008694825828
1818,2001,0.808024666217871
1818,2002,0.846891048753473
1818,2003,0.897512375832409
1818,2004,0.907358739026655
1818,2005,0.922675303995483
1818,2006,0.923290202589122
1818,2007,0.923290202589122
1818,2008,0.923362073853314
1818,2009,0.937297113410459
1818,2010,0.939421308552121
1818,2011,0.939421308552121
1818,2012,0.939421308552121
1818,2013,0.950745025510306
1818,2014,0.950753011206327
1818,2015,0.950760996902349
1818,2016,0.965430720493452
1818,2017,0.965430720493452
1818,2018,0.965430720493452
1820,2000,0.808008694825828
1820,2001,0.808024666217871
1820,2002,0.846891048753473
1820,2003,0.897512375832409
1820,2004,0.907358739026655
1820,2005,0.922675303995483
1820,2006,0.923290202589122
1820,2007,0.923290202589122
1820,2008,0.923362073853314
1820,2009,0.937297113410459
1820,2010,0.939421308552121
1820,2011,0.939421308552121
1820,2012,0.939421308552121
1820,2013,0.950745025510306
1820,2014,0.950753011206327
1820,2015,0.950760996902349
1820,2016,0.965430720493452
1820,2017,0.965430720493452
1820,2018,0.965430720493452
1822,2000,0.808008694825828
1822,2001,0.808024666217871
1822,2002,0.846891048753473
1822,2003,0.897512375832409
1822,2004,0.907358739026655
1822,2005,0.922675303995483
1822,2006,0.923290202589122
1822,2007,0.923290202589122
1822,2008,0.923362073853314
1822,2009,0.937297113410459
1822,2010,0.939421308552121
1822,2011,0.939421308552121
1822,2012,0.939421308552121
1822,2013,0.950745025510306
1822,2014,0.950753011206327
1822,2015,0.950760996902349
1822,2016,0.965430720493452
1822,2017,0.965430720493452
1822,2018,0.965430720493452
1824,2000,0.808008694825828
1824,2001,0.808024666217871
1824,2002,0.846891048753473
1824,2003,0.897512375832409
1824,2004,0.907358739026655
1824,2005,0.922675303995483
1824,2006,0.923290202589122
1824,2007,0.923290202589122
1824,2008,0.923362073853314
1824,2009,0.937297113410459
1824,2010,0.939421308552121
1824,2011,0.939421308552121
1824,2012,0.939421308552121
1824,2013,0.950745025510306
1824,2014,0.950753011206327
1824,2015,0.950760996902349
1824,2016,0.965430720493452
1824,2017,0.965430720493452
1824,2018,0.965430720493452
1827,2000,0.808008694825828
1827,2001,0.808024666217871
1827,2002,0.846891048753473
1827,2003,0.897512375832409
1827,2004,0.907358739026655
1827,2005,0.922675303995483
1827,2006,0.923290202589122
1827,2007,0.923290202589122
1827,2008,0.923362073853314
1827,2009,0.937297113410459
1827,2010,0.939421308552121
1827,2011,0.939421308552121
1827,2012,0.939421308552121
1827,2013,0.950745025510306
1827,2014,0.950753011206327
1827,2015,0.950760996902349
1827,2016,0.965430720493452
1827,2017,0.965430720493452
1827,2018,0.965430720493452
1828,2000,0.808008694825828
1828,2001,0.808024666217871
1828,2002,0.846891048753473
1828,2003,0.897512375832409
1828,2004,0.907358739026655
1828,2005,0.922675303995483
1828,2006,0.923290202589122
1828,2007,0.923290202589122
1828,2008,0.923362073853314
1828,2009,0.937297113410459
1828,2010,0.939421308552121
1828,2011,0.939421308552121
1828,2012,0.939421308552121
1828,2013,0.950745025510306
1828,2014,0.950753011206327
1828,2015,0.950760996902349
1828,2016,0.965430720493452
1828,2017,0.965430720493452
1828,2018,0.965430720493452
1832,2000,0.808008694825828
1832,2001,0.808024666217871
1832,2002,0.846891048753473
1832,2003,0.897512375832409
1832,2004,0.907358739026655
1832,2005,0.922675303995483
1832,2006,0.923290202589122
1832,2007,0.923290202589122
1832,2008,0.923362073853314
1832,2009,0.937297113410459
1832,2010,0.939421308552121
1832,2011,0.939421308552121
1832,2012,0.939421308552121
1832,2013,0.950745025510306
1832,2014,0.950753011206327
1832,2015,0.950760996902349
1832,2016,0.965430720493452
1832,2017,0.965430720493452
1832,2018,0.965430720493452
1833,2000,0.808008694825828
1833,2001,0.808024666217871
1833,2002,0.846891048753473
1833,2003,0.897512375832409
1833,2004,0.907358739026655
1833,2005,0.922675303995483
1833,2006,0.923290202589122
1833,2007,0.923290202589122
1833,2008,0.923362073853314
1833,2009,0.937297113410459
1833,2010,0.939421308552121
1833,2011,0.939421308552121
1833,2012,0.939421308552121
1833,2013,0.950745025510306
1833,2014,0.950753011206327
1833,2015,0.950760996902349
1833,2016,0.965430720493452
1833,2017,0.965430720493452
1833,2018,0.965430720493452
1834,2000,0.808008694825828
1834,2001,0.808024666217871
1834,2002,0.846891048753473
1834,2003,0.897512375832409
1834,2004,0.907358739026655
1834,2005,0.922675303995483
1834,2006,0.923290202589122
1834,2007,0.923290202589122
1834,2008,0.923362073853314
1834,2009,0.937297113410459
1834,2010,0.939421308552121
1834,2011,0.939421308552121
1834,2012,0.939421308552121
1834,2013,0.950745025510306
1834,2014,0.950753011206327
1834,2015,0.950760996902349
1834,2016,0.965430720493452
1834,2017,0.965430720493452
1834,2018,0.965430720493452
1835,2000,0.808008694825828
1835,2001,0.808024666217871
1835,2002,0.846891048753473
1835,2003,0.897512375832409
1835,2004,0.907358739026655
1835,2005,0.922675303995483
1835,2006,0.923290202589122
1835,2007,0.923290202589122
1835,2008,0.923362073853314
1835,2009,0.937297113410459
1835,2010,0.939421308552121
1835,2011,0.939421308552121
1835,2012,0.939421308552121
1835,2013,0.950745025510306
1835,2014,0.950753011206327
1835,2015,0.950760996902349
1835,2016,0.965430720493452
1835,2017,0.965430720493452
1835,2018,0.965430720493452
1836,2000,0.808008694825828
1836,2001,0.808024666217871
1836,2002,0.846891048753473
1836,2003,0.897512375832409
1836,2004,0.907358739026655
1836,2005,0.922675303995483
1836,2006,0.923290202589122
1836,2007,0.923290202589122
1836,2008,0.923362073853314
1836,2009,0.937297113410459
1836,2010,0.939421308552121
1836,2011,0.939421308552121
1836,2012,0.939421308552121
1836,2013,0.950745025510306
1836,2014,0.950753011206327
1836,2015,0.950760996902349
1836,2016,0.965430720493452
1836,2017,0.965430720493452
1836,2018,0.965430720493452
1837,2000,0.808008694825828
1837,2001,0.808024666217871
1837,2002,0.846891048753473
1837,2003,0.897512375832409
1837,2004,0.907358739026655
1837,2005,0.922675303995483
1837,2006,0.923290202589122
1837,2007,0.923290202589122
1837,2008,0.923362073853314
1837,2009,0.937297113410459
1837,2010,0.939421308552121
1837,2011,0.939421308552121
1837,2012,0.939421308552121
1837,2013,0.950745025510306
1837,2014,0.950753011206327
1837,2015,0.950760996902349
1837,2016,0.965430720493452
1837,2017,0.965430720493452
1837,2018,0.965430720493452
1838,2000,0.808008694825828
1838,2001,0.808024666217871
1838,2002,0.846891048753473
1838,2003,0.897512375832409
1838,2004,0.907358739026655
1838,2005,0.922675303995483
1838,2006,0.923290202589122
1838,2007,0.923290202589122
1838,2008,0.923362073853314
1838,2009,0.937297113410459
1838,2010,0.939421308552121
1838,2011,0.939421308552121
1838,2012,0.939421308552121
1838,2013,0.950745025510306
1838,2014,0.950753011206327
1838,2015,0.950760996902349
1838,2016,0.965430720493452
1838,2017,0.965430720493452
1838,2018,0.965430720493452
1840,2000,0.808008694825828
1840,2001,0.808024666217871
1840,2002,0.846891048753473
1840,2003,0.897512375832409
1840,2004,0.907358739026655
1840,2005,0.922675303995483
1840,2006,0.923290202589122
1840,2007,0.923290202589122
1840,2008,0.923362073853314
1840,2009,0.937297113410459
1840,2010,0.939421308552121
1840,2011,0.939421308552121
1840,2012,0.939421308552121
1840,2013,0.950745025510306
1840,2014,0.950753011206327
1840,2015,0.950760996902349
1840,2016,0.965430720493452
1840,2017,0.965430720493452
1840,2018,0.965430720493452
1841,2000,0.808008694825828
1841,2001,0.808024666217871
1841,2002,0.846891048753473
1841,2003,0.897512375832409
1841,2004,0.907358739026655
1841,2005,0.922675303995483
1841,2006,0.923290202589122
1841,2007,0.923290202589122
