goal,dimension,region_id,score
LIV,pressures,1927,
LIV,pressures,1928,
LIV,pressures,1929,
LIV,pressures,1931,
LIV,pressures,1933,
LIV,pressures,1936,
LIV,pressures,1938,
LIV,pressures,1939,
LIV,pressures,1940,
LIV,pressures,1941,
LIV,pressures,1942,
LIV,pressures,1943,
LIV,pressures,2002,
LIV,pressures,2003,
LIV,pressures,2004,
LIV,pressures,2012,
LIV,pressures,2014,
LIV,pressures,2015,
LIV,pressures,2017,
LIV,pressures,2018,
LIV,pressures,2019,
LIV,pressures,2020,
LIV,pressures,2022,
LIV,pressures,2023,
LIV,pressures,2024,
LIV,pressures,2025,
LIV,pressures,2027,
LIV,pressures,2028,
LIV,pressures,2030,
LIV,resilience,1804,76.09
LIV,resilience,1805,76.09
LIV,resilience,1811,76.09
LIV,resilience,1812,76.09
LIV,resilience,1813,76.09
LIV,resilience,1815,76.09
LIV,resilience,1816,76.09
LIV,resilience,1818,76.09
LIV,resilience,1820,76.09
LIV,resilience,1822,76.09
LIV,resilience,1824,76.09
LIV,resilience,1827,76.09
LIV,resilience,1828,76.09
LIV,resilience,1832,76.09
LIV,resilience,1833,76.09
LIV,resilience,1834,76.09
LIV,resilience,1835,76.09
LIV,resilience,1836,76.09
LIV,resilience,1837,76.09
LIV,resilience,1838,76.09
LIV,resilience,1840,76.09
LIV,resilience,1841,76.09
LIV,resilience,1845,76.09
LIV,resilience,1848,76.09
LIV,resilience,1849,76.09
LIV,resilience,1850,76.09
LIV,resilience,1851,76.09
LIV,resilience,1852,76.09
LIV,resilience,1853,76.09
LIV,resilience,1854,76.09
LIV,resilience,1856,76.09
LIV,resilience,1857,76.09
LIV,resilience,1859,76.09
LIV,resilience,1860,76.09
LIV,resilience,1865,76.09
LIV,resilience,1866,76.09
LIV,resilience,1867,76.09
LIV,resilience,1868,76.09
LIV,resilience,1870,76.09
LIV,resilience,1871,76.09
LIV,resilience,1874,76.09
LIV,resilience,1902,76.09
LIV,resilience,1903,76.09
LIV,resilience,1911,76.09
LIV,resilience,1913,76.09
LIV,resilience,1917,76.09
LIV,resilience,1919,76.09
LIV,resilience,1920,76.09
LIV,resilience,1923,76.09
LIV,resilience,1924,76.09
LIV,resilience,1925,76.09
LIV,resilience,1926,76.09
LIV,resilience,1927,76.09
LIV,resilience,1928,76.09
LIV,resilience,1929,76.09
LIV,resilience,1931,76.09
LIV,resilience,1933,76.09
LIV,resilience,1936,76.09
LIV,resilience,1938,76.09
LIV,resilience,1939,76.09
LIV,resilience,1940,76.09
LIV,resilience,1941,76.09
LIV,resilience,1942,76.09
LIV,resilience,1943,76.09
LIV,resilience,2002,76.09
LIV,resilience,2003,76.09
LIV,resilience,2004,76.09
LIV,resilience,2012,76.09
LIV,resilience,2014,76.09
LIV,resilience,2015,76.09
LIV,resilience,2017,76.09
LIV,resilience,2018,76.09
LIV,resilience,2019,76.09
LIV,resilience,2020,76.09
LIV,resilience,2022,76.09
LIV,resilience,2023,76.09
LIV,resilience,2024,76.09
LIV,resilience,2025,76.09
LIV,resilience,2027,76.09
LIV,resilience,2028,76.09
LIV,resilience,2030,76.09
LIV,score,0,87.86
LIV,score,1804,87.86
LIV,score,1805,87.86
LIV,score,1811,87.86
LIV,score,1812,87.86
LIV,score,1813,87.86
LIV,score,1815,87.86
LIV,score,1816,87.86
LIV,score,1818,87.86
LIV,score,1820,87.86
LIV,score,1822,87.86
LIV,score,1824,87.86
LIV,score,1827,87.86
LIV,score,1828,87.86
LIV,score,1832,87.86
LIV,score,1833,87.86
LIV,score,1834,87.86
LIV,score,1835,87.86
LIV,score,1836,87.86
LIV,score,1837,87.86
LIV,score,1838,87.86
LIV,score,1840,87.86
LIV,score,1841,87.86
LIV,score,1845,87.86
LIV,score,1848,87.86
LIV,score,1849,87.86
LIV,score,1850,87.86
LIV,score,1851,87.86
LIV,score,1852,87.86
LIV,score,1853,87.86
LIV,score,1854,87.86
LIV,score,1856,87.86
LIV,score,1857,87.86
LIV,score,1859,87.86
LIV,score,1860,87.86
LIV,score,1865,87.86
LIV,score,1866,87.86
LIV,score,1867,87.86
LIV,score,1868,87.86
LIV,score,1870,87.86
LIV,score,1871,87.86
LIV,score,1874,87.86
LIV,score,1902,87.86
LIV,score,1903,87.86
LIV,score,1911,87.86
LIV,score,1913,87.86
LIV,score,1917,87.86
LIV,score,1919,87.86
LIV,score,1920,87.86
LIV,score,1923,87.86
LIV,score,1924,87.86
LIV,score,1925,87.86
LIV,score,1926,87.86
LIV,score,1927,87.86
LIV,score,1928,87.86
LIV,score,1929,87.86
LIV,score,1931,87.86
LIV,score,1933,87.86
LIV,score,1936,87.86
LIV,score,1938,87.86
LIV,score,1939,87.86
LIV,score,1940,87.86
LIV,score,1941,87.86
LIV,score,1942,87.86
LIV,score,1943,87.86
LIV,score,2002,87.86
LIV,score,2003,87.86
LIV,score,2004,87.86
LIV,score,2012,87.86
LIV,score,2014,87.86
LIV,score,2015,87.86
LIV,score,2017,87.86
LIV,score,2018,87.86
LIV,score,2019,87.86
LIV,score,2020,87.86
LIV,score,2022,87.86
LIV,score,2023,87.86
LIV,score,2024,87.86
LIV,score,2025,87.86
LIV,score,2027,87.86
LIV,score,2028,87.86
LIV,score,2030,87.86
LIV,status,0,76.02
LIV,status,1804,76.02
LIV,status,1805,76.02
LIV,status,1811,76.02
LIV,status,1812,76.02
LIV,status,1813,76.02
LIV,status,1815,76.02
LIV,status,1816,76.02
LIV,status,1818,76.02
LIV,status,1820,76.02
LIV,status,1822,76.02
LIV,status,1824,76.02
LIV,status,1827,76.02
LIV,status,1828,76.02
LIV,status,1832,76.02
LIV,status,1833,76.02
LIV,status,1834,76.02
LIV,status,1835,76.02
LIV,status,1836,76.02
LIV,status,1837,76.02
LIV,status,1838,76.02
LIV,status,1840,76.02
LIV,status,1841,76.02
LIV,status,1845,76.02
LIV,status,1848,76.02
LIV,status,1849,76.02
LIV,status,1850,76.02
LIV,status,1851,76.02
LIV,status,1852,76.02
LIV,status,1853,76.02
LIV,status,1854,76.02
LIV,status,1856,76.02
LIV,status,1857,76.02
LIV,status,1859,76.02
LIV,status,1860,76.02
LIV,status,1865,76.02
LIV,status,1866,76.02
LIV,status,1867,76.02
LIV,status,1868,76.02
LIV,status,1870,76.02
LIV,status,1871,76.02
LIV,status,1874,76.02
LIV,status,1902,76.02
LIV,status,1903,76.02
LIV,status,1911,76.02
LIV,status,1913,76.02
LIV,status,1917,76.02
LIV,status,1919,76.02
LIV,status,1920,76.02
LIV,status,1923,76.02
LIV,status,1924,76.02
LIV,status,1925,76.02
LIV,status,1926,76.02
LIV,status,1927,76.02
LIV,status,1928,76.02
LIV,status,1929,76.02
LIV,status,1931,76.02
LIV,status,1933,76.02
LIV,status,1936,76.02
LIV,status,1938,76.02
LIV,status,1939,76.02
LIV,status,1940,76.02
LIV,status,1941,76.02
LIV,status,1942,76.02
LIV,status,1943,76.02
LIV,status,2002,76.02
LIV,status,2003,76.02
LIV,status,2004,76.02
LIV,status,2012,76.02
LIV,status,2014,76.02
LIV,status,2015,76.02
LIV,status,2017,76.02
LIV,status,2018,76.02
LIV,status,2019,76.02
LIV,status,2020,76.02
LIV,status,2022,76.02
LIV,status,2023,76.02
LIV,status,2024,76.02
LIV,status,2025,76.02
LIV,status,2027,76.02
LIV,status,2028,76.02
LIV,status,2030,76.02
LIV,trend,1804,0.09
LIV,trend,1805,0.09
LIV,trend,1811,0.09
LIV,trend,1812,0.09
LIV,trend,1813,0.09
LIV,trend,1815,0.09
LIV,trend,1816,0.09
LIV,trend,1818,0.09
LIV,trend,1820,0.09
LIV,trend,1822,0.09
LIV,trend,1824,0.09
LIV,trend,1827,0.09
LIV,trend,1828,0.09
LIV,trend,1832,0.09
LIV,trend,1833,0.09
LIV,trend,1834,0.09
LIV,trend,1835,0.09
LIV,trend,1836,0.09
LIV,trend,1837,0.09
LIV,trend,1838,0.09
LIV,trend,1840,0.09
LIV,trend,1841,0.09
LIV,trend,1845,0.09
LIV,trend,1848,0.09
LIV,trend,1849,0.09
LIV,trend,1850,0.09
LIV,trend,1851,0.09
LIV,trend,1852,0.09
LIV,trend,1853,0.09
LIV,trend,1854,0.09
LIV,trend,1856,0.09
LIV,trend,1857,0.09
LIV,trend,1859,0.09
LIV,trend,1860,0.09
LIV,trend,1865,0.09
LIV,trend,1866,0.09
LIV,trend,1867,0.09
LIV,trend,1868,0.09
LIV,trend,1870,0.09
LIV,trend,1871,0.09
LIV,trend,1874,0.09
LIV,trend,1902,0.09
LIV,trend,1903,0.09
LIV,trend,1911,0.09
LIV,trend,1913,0.09
LIV,trend,1917,0.09
LIV,trend,1919,0.09
LIV,trend,1920,0.09
LIV,trend,1923,0.09
LIV,trend,1924,0.09
LIV,trend,1925,0.09
LIV,trend,1926,0.09
LIV,trend,1927,0.09
LIV,trend,1928,0.09
LIV,trend,1929,0.09
LIV,trend,1931,0.09
LIV,trend,1933,0.09
LIV,trend,1936,0.09
LIV,trend,1938,0.09
LIV,trend,1939,0.09
LIV,trend,1940,0.09
LIV,trend,1941,0.09
LIV,trend,1942,0.09
LIV,trend,1943,0.09
LIV,trend,2002,0.09
LIV,trend,2003,0.09
LIV,trend,2004,0.09
LIV,trend,2012,0.09
LIV,trend,2014,0.09
LIV,trend,2015,0.09
LIV,trend,2017,0.09
LIV,trend,2018,0.09
LIV,trend,2019,0.09
LIV,trend,2020,0.09
LIV,trend,2022,0.09
LIV,trend,2023,0.09
LIV,trend,2024,0.09
LIV,trend,2025,0.09
LIV,trend,2027,0.09
LIV,trend,2028,0.09
LIV,trend,2030,0.09
LSP,future,0,97.86
LSP,future,1804,97.86
LSP,future,1805,97.86
LSP,future,1811,97.86
LSP,future,1812,97.86
LSP,future,1813,97.86
LSP,future,1815,97.86
LSP,future,1816,97.86
LSP,future,1818,97.86
LSP,future,1820,97.86
LSP,future,1822,97.86
LSP,future,1824,97.86
LSP,future,1827,97.86
LSP,future,1828,97.86
LSP,future,1832,97.86
LSP,future,1833,97.86
LSP,future,1834,97.86
LSP,future,1835,97.86
LSP,future,1836,97.86
LSP,future,1837,97.86
LSP,future,1838,97.86
LSP,future,1840,97.86
LSP,future,1841,97.86
LSP,future,1845,97.86
LSP,future,1848,97.86
LSP,future,1849,97.86
LSP,future,1850,97.86
LSP,future,1851,97.86
LSP,future,1852,97.86
LSP,future,1853,97.86
LSP,future,1854,97.86
LSP,future,1856,97.86
LSP,future,1857,97.86
LSP,future,1859,97.86
LSP,future,1860,97.86
LSP,future,1865,97.86
LSP,future,1866,97.86
LSP,future,1867,97.86
LSP,future,1868,97.86
LSP,future,1870,97.86
LSP,future,1871,97.86
LSP,future,1874,97.86
LSP,future,1902,97.86
LSP,future,1903,97.86
LSP,future,1911,97.86
LSP,future,1913,97.86
LSP,future,1917,97.86
LSP,future,1919,97.86
LSP,future,1920,97.86
LSP,future,1923,97.86
LSP,future,1924,97.86
LSP,future,1925,97.86
LSP,future,1926,97.86
LSP,future,1927,97.86
LSP,future,1928,97.86
LSP,future,1929,97.86
LSP,future,1931,97.86
LSP,future,1933,97.86
LSP,future,1936,97.86
LSP,future,1938,97.86
LSP,future,1939,97.86
LSP,future,1940,97.86
LSP,future,1941,97.86
LSP,future,1942,97.86
LSP,future,1943,97.86
LSP,future,2002,97.86
LSP,future,2003,97.86
LSP,future,2004,97.86
LSP,future,2012,97.86
LSP,future,2014,97.86
LSP,future,2015,97.86
LSP,future,2017,97.86
LSP,future,2018,97.86
LSP,future,2019,97.86
LSP,future,2020,97.86
LSP,future,2022,97.86
LSP,future,2023,97.86
LSP,future,2024,97.86
LSP,future,2025,97.86
LSP,future,2027,97.86
LSP,future,2028,97.86
LSP,future,2030,97.86
LSP,pressures,1804,26.91
LSP,pressures,1805,26.91
LSP,pressures,1811,26.91
LSP,pressures,1812,26.91
LSP,pressures,1813,26.91
LSP,pressures,1815,26.91
LSP,pressures,1816,26.91
LSP,pressures,1818,26.91
LSP,pressures,1820,26.91
LSP,pressures,1822,26.91
LSP,pressures,1824,26.91
LSP,pressures,1827,26.91
LSP,pressures,1828,26.91
LSP,pressures,1832,26.91
LSP,pressures,1833,26.91
LSP,pressures,1834,26.91
LSP,pressures,1835,26.91
LSP,pressures,1836,26.91
LSP,pressures,1837,26.91
LSP,pressures,1838,26.91
LSP,pressures,1840,26.91
LSP,pressures,1841,26.91
LSP,pressures,1845,26.91
LSP,pressures,1848,26.91
LSP,pressures,1849,26.91
LSP,pressures,1850,26.91
LSP,pressures,1851,26.91
LSP,pressures,1852,26.91
LSP,pressures,1853,26.91
LSP,pressures,1854,26.91
LSP,pressures,1856,26.91
LSP,pressures,1857,26.91
LSP,pressures,1859,26.91
LSP,pressures,1860,26.91
LSP,pressures,1865,26.91
LSP,pressures,1866,26.91
LSP,pressures,1867,26.91
LSP,pressures,1868,26.91
LSP,pressures,1870,26.91
LSP,pressures,1871,26.91
LSP,pressures,1874,26.91
LSP,pressures,1902,26.91
LSP,pressures,1903,26.91
LSP,pressures,1911,26.91
LSP,pressures,1913,26.91
LSP,pressures,1917,26.91
LSP,pressures,1919,26.91
LSP,pressures,1920,26.91
LSP,pressures,1923,26.91
LSP,pressures,1924,26.91
LSP,pressures,1925,26.91
LSP,pressures,1926,26.91
LSP,pressures,1927,26.91
LSP,pressures,1928,26.91
LSP,pressures,1929,26.91
LSP,pressures,1931,26.91
LSP,pressures,1933,26.91
LSP,pressures,1936,26.91
LSP,pressures,1938,26.91
LSP,pressures,1939,26.91
LSP,pressures,1940,26.91
LSP,pressures,1941,26.91
LSP,pressures,1942,26.91
LSP,pressures,1943,26.91
LSP,pressures,2002,26.91
LSP,pressures,2003,26.91
LSP,pressures,2004,26.91
LSP,pressures,2012,26.91
LSP,pressures,2014,26.91
LSP,pressures,2015,26.91
LSP,pressures,2017,26.91
LSP,pressures,2018,26.91
LSP,pressures,2019,26.91
LSP,pressures,2020,26.91
LSP,pressures,2022,26.91
LSP,pressures,2023,26.91
LSP,pressures,2024,26.91
LSP,pressures,2025,26.91
LSP,pressures,2027,26.91
LSP,pressures,2028,26.91
LSP,pressures,2030,26.91
LSP,resilience,1804,93.95
LSP,resilience,1805,93.95
LSP,resilience,1811,93.95
LSP,resilience,1812,93.95
LSP,resilience,1813,93.95
LSP,resilience,1815,93.95
LSP,resilience,1816,93.95
LSP,resilience,1818,93.95
LSP,resilience,1820,93.95
LSP,resilience,1822,93.95
LSP,resilience,1824,93.95
LSP,resilience,1827,93.95
LSP,resilience,1828,93.95
LSP,resilience,1832,93.95
LSP,resilience,1833,93.95
LSP,resilience,1834,93.95
LSP,resilience,1835,93.95
LSP,resilience,1836,93.95
LSP,resilience,1837,93.95
LSP,resilience,1838,93.95
LSP,resilience,1840,93.95
LSP,resilience,1841,93.95
LSP,resilience,1845,93.95
LSP,resilience,1848,93.95
LSP,resilience,1849,93.95
LSP,resilience,1850,93.95
LSP,resilience,1851,93.95
LSP,resilience,1852,93.95
LSP,resilience,1853,93.95
LSP,resilience,1854,93.95
LSP,resilience,1856,93.95
LSP,resilience,1857,93.95
LSP,resilience,1859,93.95
LSP,resilience,1860,93.95
LSP,resilience,1865,93.95
LSP,resilience,1866,93.95
LSP,resilience,1867,93.95
LSP,resilience,1868,93.95
LSP,resilience,1870,93.95
LSP,resilience,1871,93.95
LSP,resilience,1874,93.95
LSP,resilience,1902,93.95
LSP,resilience,1903,93.95
LSP,resilience,1911,93.95
LSP,resilience,1913,93.95
LSP,resilience,1917,93.95
LSP,resilience,1919,93.95
LSP,resilience,1920,93.95
LSP,resilience,1923,93.95
LSP,resilience,1924,93.95
LSP,resilience,1925,93.95
LSP,resilience,1926,93.95
LSP,resilience,1927,93.95
LSP,resilience,1928,93.95
LSP,resilience,1929,93.95
LSP,resilience,1931,93.95
LSP,resilience,1933,93.95
LSP,resilience,1936,93.95
LSP,resilience,1938,93.95
LSP,resilience,1939,93.95
LSP,resilience,1940,93.95
LSP,resilience,1941,93.95
LSP,resilience,1942,93.95
LSP,resilience,1943,93.95
LSP,resilience,2002,93.95
LSP,resilience,2003,93.95
LSP,resilience,2004,93.95
LSP,resilience,2012,93.95
LSP,resilience,2014,93.95
LSP,resilience,2015,93.95
LSP,resilience,2017,93.95
LSP,resilience,2018,93.95
LSP,resilience,2019,93.95
LSP,resilience,2020,93.95
LSP,resilience,2022,93.95
LSP,resilience,2023,93.95
LSP,resilience,2024,93.95
LSP,resilience,2025,93.95
LSP,resilience,2027,93.95
LSP,resilience,2028,93.95
LSP,resilience,2030,93.95
LSP,score,0,88.6
LSP,score,1804,88.6
LSP,score,1805,88.6
LSP,score,1811,88.6
LSP,score,1812,88.6
LSP,score,1813,88.6
LSP,score,1815,88.6
LSP,score,1816,88.6
LSP,score,1818,88.6
LSP,score,1820,88.6
LSP,score,1822,88.6
LSP,score,1824,88.6
LSP,score,1827,88.6
LSP,score,1828,88.6
LSP,score,1832,88.6
LSP,score,1833,88.6
LSP,score,1834,88.6
LSP,score,1835,88.6
LSP,score,1836,88.6
LSP,score,1837,88.6
LSP,score,1838,88.6
LSP,score,1840,88.6
LSP,score,1841,88.6
LSP,score,1845,88.6
LSP,score,1848,88.6
LSP,score,1849,88.6
LSP,score,1850,88.6
LSP,score,1851,88.6
LSP,score,1852,88.6
LSP,score,1853,88.6
LSP,score,1854,88.6
LSP,score,1856,88.6
LSP,score,1857,88.6
LSP,score,1859,88.6
LSP,score,1860,88.6
LSP,score,1865,88.6
LSP,score,1866,88.6
LSP,score,1867,88.6
LSP,score,1868,88.6
LSP,score,1870,88.6
LSP,score,1871,88.6
LSP,score,1874,88.6
LSP,score,1902,88.6
LSP,score,1903,88.6
LSP,score,1911,88.6
LSP,score,1913,88.6
LSP,score,1917,88.6
LSP,score,1919,88.6
LSP,score,1920,88.6
LSP,score,1923,88.6
LSP,score,1924,88.6
LSP,score,1925,88.6
LSP,score,1926,88.6
LSP,score,1927,88.6
LSP,score,1928,88.6
LSP,score,1929,88.6
LSP,score,1931,88.6
LSP,score,1933,88.6
LSP,score,1936,88.6
LSP,score,1938,88.6
LSP,score,1939,88.6
LSP,score,1940,88.6
LSP,score,1941,88.6
LSP,score,1942,88.6
LSP,score,1943,88.6
LSP,score,2002,88.6
LSP,score,2003,88.6
LSP,score,2004,88.6
LSP,score,2012,88.6
LSP,score,2014,88.6
LSP,score,2015,88.6
LSP,score,2017,88.6
LSP,score,2018,88.6
LSP,score,2019,88.6
LSP,score,2020,88.6
LSP,score,2022,88.6
LSP,score,2023,88.6
LSP,score,2024,88.6
LSP,score,2025,88.6
LSP,score,2027,88.6
LSP,score,2028,88.6
LSP,score,2030,88.6
LSP,status,0,79.34
LSP,status,1804,79.34
LSP,status,1805,79.34
LSP,status,1811,79.34
LSP,status,1812,79.34
LSP,status,1813,79.34
LSP,status,1815,79.34
LSP,status,1816,79.34
LSP,status,1818,79.34
LSP,status,1820,79.34
LSP,status,1822,79.34
LSP,status,1824,79.34
LSP,status,1827,79.34
LSP,status,1828,79.34
LSP,status,1832,79.34
LSP,status,1833,79.34
LSP,status,1834,79.34
LSP,status,1835,79.34
LSP,status,1836,79.34
LSP,status,1837,79.34
LSP,status,1838,79.34
LSP,status,1840,79.34
LSP,status,1841,79.34
LSP,status,1845,79.34
LSP,status,1848,79.34
LSP,status,1849,79.34
LSP,status,1850,79.34
LSP,status,1851,79.34
LSP,status,1852,79.34
LSP,status,1853,79.34
LSP,status,1854,79.34
LSP,status,1856,79.34
LSP,status,1857,79.34
LSP,status,1859,79.34
LSP,status,1860,79.34
LSP,status,1865,79.34
LSP,status,1866,79.34
LSP,status,1867,79.34
LSP,status,1868,79.34
LSP,status,1870,79.34
LSP,status,1871,79.34
LSP,status,1874,79.34
LSP,status,1902,79.34
LSP,status,1903,79.34
LSP,status,1911,79.34
LSP,status,1913,79.34
LSP,status,1917,79.34
LSP,status,1919,79.34
LSP,status,1920,79.34
LSP,status,1923,79.34
LSP,status,1924,79.34
LSP,status,1925,79.34
LSP,status,1926,79.34
LSP,status,1927,79.34
LSP,status,1928,79.34
LSP,status,1929,79.34
LSP,status,1931,79.34
LSP,status,1933,79.34
LSP,status,1936,79.34
LSP,status,1938,79.34
LSP,status,1939,79.34
LSP,status,1940,79.34
LSP,status,1941,79.34
LSP,status,1942,79.34
LSP,status,1943,79.34
LSP,status,2002,79.34
LSP,status,2003,79.34
LSP,status,2004,79.34
LSP,status,2012,79.34
LSP,status,2014,79.34
LSP,status,2015,79.34
LSP,status,2017,79.34
LSP,status,2018,79.34
LSP,status,2019,79.34
LSP,status,2020,79.34
LSP,status,2022,79.34
LSP,status,2023,79.34
LSP,status,2024,79.34
LSP,status,2025,79.34
LSP,status,2027,79.34
LSP,status,2028,79.34
LSP,status,2030,79.34
LSP,trend,1804,0.02
LSP,trend,1805,0.02
LSP,trend,1811,0.02
LSP,trend,1812,0.02
LSP,trend,1813,0.02
LSP,trend,1815,0.02
LSP,trend,1816,0.02
LSP,trend,1818,0.02
LSP,trend,1820,0.02
LSP,trend,1822,0.02
LSP,trend,1824,0.02
LSP,trend,1827,0.02
LSP,trend,1828,0.02
LSP,trend,1832,0.02
LSP,trend,1833,0.02
LSP,trend,1834,0.02
LSP,trend,1835,0.02
LSP,trend,1836,0.02
LSP,trend,1837,0.02
LSP,trend,1838,0.02
LSP,trend,1840,0.02
LSP,trend,1841,0.02
LSP,trend,1845,0.02
LSP,trend,1848,0.02
LSP,trend,1849,0.02
LSP,trend,1850,0.02
LSP,trend,1851,0.02
LSP,trend,1852,0.02
LSP,trend,1853,0.02
LSP,trend,1854,0.02
LSP,trend,1856,0.02
LSP,trend,1857,0.02
LSP,trend,1859,0.02
LSP,trend,1860,0.02
LSP,trend,1865,0.02
LSP,trend,1866,0.02
LSP,trend,1867,0.02
LSP,trend,1868,0.02
LSP,trend,1870,0.02
LSP,trend,1871,0.02
LSP,trend,1874,0.02
LSP,trend,1902,0.02
LSP,trend,1903,0.02
LSP,trend,1911,0.02
LSP,trend,1913,0.02
LSP,trend,1917,0.02
LSP,trend,1919,0.02
LSP,trend,1920,0.02
LSP,trend,1923,0.02
LSP,trend,1924,0.02
LSP,trend,1925,0.02
LSP,trend,1926,0.02
LSP,trend,1927,0.02
LSP,trend,1928,0.02
LSP,trend,1929,0.02
LSP,trend,1931,0.02
LSP,trend,1933,0.02
LSP,trend,1936,0.02
LSP,trend,1938,0.02
LSP,trend,1939,0.02
LSP,trend,1940,0.02
LSP,trend,1941,0.02
LSP,trend,1942,0.02
LSP,trend,1943,0.02
LSP,trend,2002,0.02
LSP,trend,2003,0.02
LSP,trend,2004,0.02
LSP,trend,2012,0.02
LSP,trend,2014,0.02
LSP,trend,2015,0.02
LSP,trend,2017,0.02
LSP,trend,2018,0.02
LSP,trend,2019,0.02
LSP,trend,2020,0.02
LSP,trend,2022,0.02
LSP,trend,2023,0.02
LSP,trend,2024,0.02
LSP,trend,2025,0.02
LSP,trend,2027,0.02
LSP,trend,2028,0.02
LSP,trend,2030,0.02
MAR,future,0,100
MAR,future,1804,100
MAR,future,1805,100
MAR,future,1811,100
MAR,future,1812,100
MAR,future,1813,100
MAR,future,1815,100
MAR,future,1816,100
MAR,future,1818,100
MAR,future,1820,100
MAR,future,1822,100
MAR,future,1824,100
MAR,future,1827,100
MAR,future,1828,100
MAR,future,1832,100
MAR,future,1833,100
MAR,future,1834,100
MAR,future,1835,100
MAR,future,1836,100
MAR,future,1837,100
MAR,future,1838,100
MAR,future,1840,100
MAR,future,1841,100
MAR,future,1845,100
MAR,future,1848,100
MAR,future,1849,100
MAR,future,1850,100
MAR,future,1851,100
MAR,future,1852,100
MAR,future,1853,100
MAR,future,1854,100
MAR,future,1856,100
MAR,future,1857,100
MAR,future,1859,100
MAR,future,1860,100
MAR,future,1865,100
MAR,future,1866,100
MAR,future,1867,100
MAR,future,1868,100
MAR,future,1870,100
MAR,future,1871,100
MAR,future,1874,100
MAR,future,1902,100
MAR,future,1903,100
MAR,future,1911,100
MAR,future,1913,100
MAR,future,1917,100
MAR,future,1919,100
MAR,future,1920,100
MAR,future,1923,100
MAR,future,1924,100
MAR,future,1925,100
MAR,future,1926,100
MAR,future,1927,100
MAR,future,1928,100
MAR,future,1929,100
MAR,future,1931,100
MAR,future,1933,100
MAR,future,1936,100
MAR,future,1938,100
MAR,future,1939,100
MAR,future,1940,100
MAR,future,1941,100
MAR,future,1942,100
MAR,future,1943,100
MAR,future,2002,100
MAR,future,2003,100
MAR,future,2004,100
MAR,future,2012,100
MAR,future,2014,100
MAR,future,2015,100
MAR,future,2017,100
MAR,future,2018,100
MAR,future,2019,100
MAR,future,2020,100
MAR,future,2022,100
MAR,future,2023,100
MAR,future,2024,100
MAR,future,2025,100
MAR,future,2027,100
MAR,future,2028,100
MAR,future,2030,100
MAR,pressures,1804,13.37
MAR,pressures,1805,13.37
MAR,pressures,1811,13.37
MAR,pressures,1812,13.37
MAR,pressures,1813,13.37
MAR,pressures,1815,13.37
MAR,pressures,1816,13.37
MAR,pressures,1818,13.37
MAR,pressures,1820,13.37
MAR,pressures,1822,13.37
MAR,pressures,1824,13.37
MAR,pressures,1827,13.37
MAR,pressures,1828,13.37
MAR,pressures,1832,13.37
MAR,pressures,1833,13.37
MAR,pressures,1834,13.37
MAR,pressures,1835,13.37
MAR,pressures,1836,13.37
MAR,pressures,1837,13.37
MAR,pressures,1838,13.37
MAR,pressures,1840,13.37
MAR,pressures,1841,13.37
MAR,pressures,1845,13.37
MAR,pressures,1848,13.37
MAR,pressures,1849,13.37
MAR,pressures,1850,13.37
MAR,pressures,1851,13.37
MAR,pressures,1852,13.37
MAR,pressures,1853,13.37
MAR,pressures,1854,13.37
MAR,pressures,1856,13.37
MAR,pressures,1857,13.37
MAR,pressures,1859,13.37
MAR,pressures,1860,13.37
MAR,pressures,1865,13.37
MAR,pressures,1866,13.37
MAR,pressures,1867,13.37
MAR,pressures,1868,13.37
MAR,pressures,1870,13.37
MAR,pressures,1871,13.37
MAR,pressures,1874,13.37
MAR,pressures,1902,13.37
MAR,pressures,1903,13.37
MAR,pressures,1911,13.37
MAR,pressures,1913,13.37
MAR,pressures,1917,13.37
MAR,pressures,1919,13.37
MAR,pressures,1920,13.37
MAR,pressures,1923,13.37
MAR,pressures,1924,13.37
MAR,pressures,1925,13.37
MAR,pressures,1926,13.37
MAR,pressures,1927,13.37
MAR,pressures,1928,13.37
MAR,pressures,1929,13.37
MAR,pressures,1931,13.37
MAR,pressures,1933,13.37
MAR,pressures,1936,13.37
MAR,pressures,1938,13.37
MAR,pressures,1939,13.37
MAR,pressures,1940,13.37
MAR,pressures,1941,13.37
MAR,pressures,1942,13.37
MAR,pressures,1943,13.37
MAR,pressures,2002,13.37
MAR,pressures,2003,13.37
MAR,pressures,2004,13.37
MAR,pressures,2012,13.37
MAR,pressures,2014,13.37
MAR,pressures,2015,13.37
MAR,pressures,2017,13.37
MAR,pressures,2018,13.37
MAR,pressures,2019,13.37
MAR,pressures,2020,13.37
MAR,pressures,2022,13.37
MAR,pressures,2023,13.37
MAR,pressures,2024,13.37
MAR,pressures,2025,13.37
MAR,pressures,2027,13.37
MAR,pressures,2028,13.37
MAR,pressures,2030,13.37
MAR,resilience,1804,87.12
MAR,resilience,1805,87.12
MAR,resilience,1811,87.12
MAR,resilience,1812,87.12
MAR,resilience,1813,87.12
MAR,resilience,1815,87.12
MAR,resilience,1816,87.12
MAR,resilience,1818,87.12
MAR,resilience,1820,87.12
MAR,resilience,1822,87.12
MAR,resilience,1824,87.12
MAR,resilience,1827,87.12
MAR,resilience,1828,87.12
MAR,resilience,1832,87.12
MAR,resilience,1833,87.12
MAR,resilience,1834,87.12
MAR,resilience,1835,87.12
MAR,resilience,1836,87.12
MAR,resilience,1837,87.12
